Acct #,(Required),"Name (Last, First)",Dialed,L14 Dials,TZ,City,State,PWC,MOR,Days,Last Note
86627808,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625982,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626272,constructionprosolutions.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626049,bestcanadiancontractors.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627753,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626597,flooringwestjordan.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627796,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626765,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627738,homeinfairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626733,paddleriverconcrete.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627821,bestplumberutah.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626156,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627938,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625968,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627906,lawnserviceclermont.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626314,plumberserviceslosangeles.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626510,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627961,ttcelectrical.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627915,sacramentopestservice.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626969,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626676,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627953,ontariodogfence.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627983,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626177,bconepainters.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627006,elpasoconcreterepaircrew.com,,N,0,,,,Maid Service,T,0,01/31/2022
86628000,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626499,whiskycreeklawncare.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626549,bestoffloors.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626602,kwhomerenovations.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627788,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626352,electricienblainville.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627527,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626608,muskokaexcavation.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627140,planmyfence.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626754,saveonmyremodel.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627227,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627222,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626783,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627700,sunoakconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626895,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86628039,constructionriskmanager.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626129,longleaftreeserviceofdothan.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627614,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626694,constructionservicesstocktonpainting.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626886,chicagoareaplumbing.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626199,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627295,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626322,pressurewashersupplier.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627289,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626287,1-plumbing.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626936,exposecheatingonline.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627765,plumbersnakeguide.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627390,universalheatinginc.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627372,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626383,capcityelectrical.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626656,vidarflooring.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626709,fumedoakflooring.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627387,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627016,excellenceplumbingservices.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627368,excelbuildersandrestorations.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626589,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627129,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626426,fiskhardwoodsdeckerterrier.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627198,saveonmyremodel.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626531,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627089,clearspancontracting.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626462,renovationinvestors.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627869,evangelineexcavators.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626614,hvacnearlosangeles.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627423,heatingantioch.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627374,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626623,plumbingmooresvillenc.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627900,nwindiana-pestcontrol.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627905,landscapingdirectcalls.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626778,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627626,bocaratonfl-pestcontrol.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626981,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626994,markhampainter.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627544,totallyawesomeplumber.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626974,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627468,hwy11plumbing.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627474,paintersinalbanyny.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625594,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627088,fitzbroslandscaping.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627203,larshhomerenovations.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627958,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627968,rdlandscapingcompany.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627991,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627996,coloradoconstructionadvocates.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627917,mainlandelectric.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627322,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627494,canadapestservices.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627564,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86628001,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86628012,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626148,saveonmyremodel.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626088,lawncarecaldwell.com,,N,0,,,,Maid Service,T,0,01/31/2022
86628008,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627584,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627985,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627578,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627601,430fairlawnave.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625791,ablonconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625832,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625940,ontariodogfence.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627655,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625953,excavationplatinum.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625944,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626719,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626026,canadapestservices.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625771,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626236,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626666,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626227,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626334,constructionservicesstocktonpainting.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625772,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625896,harbourviewplumbing.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626758,flooringmooresville.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626716,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625815,yellowcedarfencing.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625823,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626689,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626782,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626207,wichitaconcreterepaircrew.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625911,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625913,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626042,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626883,landscapewerx.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626904,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626794,bestcanadiancontractors.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625923,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625948,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626659,tampapressurewashers.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626643,plumbinglargo.net,,N,0,,,,Maid Service,T,0,01/31/2022
86626636,ottawa-plumbers.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626818,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626918,okanaganconstructiongroup.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626251,champaignplumbers.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626064,callanderlandscaping.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625758,chicagoconcreterepaircrew.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627249,gmconstructionsca.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626130,myelectricowl.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625800,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625925,wintergreenlandscapemanagement.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626824,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626147,lasvegaselectricrepair.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626168,sacramentohvaccallnow.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626243,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626218,constructionprojexon.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627277,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627394,hiddenvalleyelectrical.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626416,paintersincma.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626420,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626437,wardlawnh.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626469,jacksonplumbingservices.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626477,vaderplumbing.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627207,synerexconstructionplans.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627232,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627398,hiddenvalleyplumbing.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626319,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626407,homebuilderscharlottenc.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627681,hhvinylfence.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626610,herediabuilders.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626987,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625613,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86627608,6215eastlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86628108,ottawapainterpros.com,,N,0,,,,Maid Service,T,0,01/31/2022
86625833,empyreanpainting.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626081,fullinhomeservices.com,,N,0,,,,Maid Service,T,0,01/31/2022
86626031,1621fairlawn.com,,N,0,,,,Maid Service,T,0,01/31/2022
86628129,topflooralbanycir.com,,N,0,,,,Maid Service,T,0,01/31/2022
86748569,J & S Carpets Care,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
86758287,Home360,,N,0,,,,Handyman,T,0,01/31/2022
86758667,HomeTek,,N,0,,,,Maid Service,T,0,01/31/2022
85131560,ServiceMax,,N,0,,,,Maid Service,T,0,01/31/2022
81030951,Puebla's Unlimited Services,,N,0,,,,Maid Service,T,0,01/31/2022
85570035,"Someone of Service,LLC",,N,0,,,,Handyman,T,0,01/31/2022
85570947,Joels service  repairs,,N,0,,,,Handyman,T,0,01/31/2022
85131311,Filters2YourDoor.com,,N,0,,,,Maid Service,T,0,01/31/2022
85663995,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85663989,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85664090,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85663993,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85695149,kentpropertymanagementinc.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
85664998,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85664945,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85664515,supremeemergencyplumber.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
85664339,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85664330,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85664326,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85664713,kaufmanconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
85664144,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85664293,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85664291,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85664990,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85664939,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85664243,homeandremodelingshow.com,,N,0,,,,Maid Service,T,0,01/31/2022
85664196,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85665003,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85664267,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85664281,carstensencontracting.com,,N,0,,,,Maid Service,T,0,01/31/2022
85664936,alliedbuilding.com,,N,0,,,,Maid Service,T,0,01/31/2022
85664393,firstcallemergencyplumber.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
85664117,nycbuildingtrades.org,,N,0,,,,Maid Service,T,0,01/31/2022
85664625,emergencyplumbingsolutions.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
85803608,noelenterprises.net,,N,0,,,,Maid Service,T,0,01/31/2022
85806245,bowlerhvac.com,,N,0,,,,Maid Service,T,0,01/31/2022
85806122,alpineflooringwindham.com,,N,0,,,,Maid Service,T,0,01/31/2022
85803549,baswellplumbing1.com,,N,0,,,,Maid Service,T,0,01/31/2022
85806145,rbrownconstruction.net,,N,0,,,,Maid Service,T,0,01/31/2022
85806231,perfectoplumbers.wixsite.com,,N,0,,,,Maid Service,T,0,01/31/2022
85803578,townecarpet.net,,N,0,,,,Maid Service,T,0,01/31/2022
85806134,sltremodelingllc.com,,N,0,,,,Maid Service,T,0,01/31/2022
85917140,jaantodesign.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
84227396,TJ's Errand Service,,N,0,,,,Maid Service,T,0,01/31/2022
84406223,B.W. Services,,N,0,,,,Cleaning Services,T,0,01/31/2022
84635296,Spare Hands LLC,,N,0,,,,Handyman,T,0,01/31/2022
84635086,KK SERVICES,,N,0,,,,Cleaning Services,T,0,01/31/2022
84635093,NORTH STAR SERVICES,,N,0,,,,Cleaning Services,T,0,01/31/2022
86999679,KB Home Stagecoach Crossing,,N,0,,,,Handyman,T,0,01/31/2022
87041851,Dino & Son Ditching Services,,N,0,,,,Maid Service,T,0,01/31/2022
87041593,Lafayette Public Works Maintenance,,N,0,,,,Maid Service,T,0,01/31/2022
87177311,Orlando Attic Services &repairs,Repair Service in Orlando,N,0,EST,"Orlando, FL 32803",FL,Handyman,T,0,01/31/2022
87240781,Felicia's Residential Care,https://felicias-residential-care.business.site/,N,0,,,,Maid Service,T,0,01/31/2022
86786993,dryer-vent-service.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
86870895,247-water-damage-carpet-cleaning.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
87251724,Translation Services Boston,,N,0,,,,Maid Service,T,0,01/31/2022
87272194,FIRE PROTECTION SERVICES LLC,"Electrical Company, DAN HERSHISER",N,0,CST,OMAHA,NE,Handyman,T,0,01/31/2022
87295472,Reliable Home Lenders,,N,0,EST,Atlanta,GA,Handyman,T,0,01/31/2022
87299055,Sam’s Shoe Service,,N,0,EST,Southfield,MI,Maid Service,T,0,01/31/2022
87302080,Services Unlimited,,N,0,PST,Santa Barbara,CA,Maid Service,T,0,01/31/2022
87302158,Elite Protective and Investigative Services,,N,0,PST,Westminster,CA,Cleaning Services,T,0,01/31/2022
87313143,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
86618777,ROYAL CROWN SERVICES,,N,0,,,,Maid Service,T,0,01/31/2022
87401256,B&D Dozer Services,,N,0,,,,Cleaning Services,T,0,01/31/2022
87407388,Independent Services of Virginia,,N,0,,,,Cleaning Services,T,0,01/31/2022
87407691,Extreme Power Clean,,N,0,,,,Cleaning Services,T,0,01/31/2022
87441888,Skips Pressure Washing,,N,0,,,,Cleaning Services,T,0,01/31/2022
87443511,Ruby’s Home Team New Jersey,,N,0,EST,Highland Park,NJ,Handyman,T,0,01/31/2022
87524936,Pacific Housing Repair,,N,0,,,,Handyman,T,0,01/31/2022
87524521,Aladdin Home Repair,,N,0,,,,Handyman,T,0,01/31/2022
87524866,Navigator Home Repair,,N,0,,,,Handyman,T,0,01/31/2022
87524848,Home Repair Medic,,N,0,,,,Handyman,T,0,01/31/2022
87558131,The Go To Gal - Personal Home Assisting and Concierge services.,,N,0,,,,Handyman,T,0,01/31/2022
87558433,Master of All Trades,,N,0,CST,Minneapolis,MN,Handyman,T,0,01/31/2022
87561799,Bumble Bee Services,,N,0,,,,Maid Service,T,0,01/31/2022
87708109,Caribbean Eviction Services Inc.,,N,0,,,,Maid Service,T,0,01/31/2022
87261720,expressionautodesign.com,,N,0,,,,Maid Service,T,0,01/31/2022
87259976,ceretasecurity.com,,N,0,,,,Maid Service,T,0,01/31/2022
87262296,castlelandpropertyconsultants.com,,N,0,,,,Maid Service,T,0,01/31/2022
87262088,snicenterprises.com,,N,0,,,,Maid Service,T,0,01/31/2022
87262740,plushcreditrepair.com,,N,0,,,,Maid Service,T,0,01/31/2022
87261719,eeeuroshowers.com,,N,0,,,,Maid Service,T,0,01/31/2022
87260706,shrisaicomputers.com,,N,0,,,,Maid Service,T,0,01/31/2022
87261653,atmaccessfloor.com,,N,0,,,,Maid Service,T,0,01/31/2022
87263034,1970design.com,,N,0,,,,Maid Service,T,0,01/31/2022
87260560,turnkeycreditrestoration.com,,N,0,,,,Maid Service,T,0,01/31/2022
87260044,novashieldsecurity.com,,N,0,,,,Maid Service,T,0,01/31/2022
87260061,alarmsecuritysolution.com,,N,0,,,,Maid Service,T,0,01/31/2022
87260203,electricageband.com,,N,0,,,,Maid Service,T,0,01/31/2022
87260073,atonraenergiasolar.com,,N,0,,,,Maid Service,T,0,01/31/2022
87260456,gahadesigns.com,,N,0,,,,Maid Service,T,0,01/31/2022
87260995,blackwateroilfieldservice.com,,N,0,,,,Maid Service,T,0,01/31/2022
87260433,jnlpaints.com,,N,0,,,,Maid Service,T,0,01/31/2022
87260821,findfloridapropertymanagement.com,,N,0,,,,Maid Service,T,0,01/31/2022
87259670,lawnsupremeplus.com,,N,0,,,,Maid Service,T,0,01/31/2022
86836111,thelamplighterrepair.com,,N,0,,,,Maid Service,T,0,01/31/2022
86830922,shonufftruckrepair.com,,N,0,,,,Maid Service,T,0,01/31/2022
86836253,azpropertyhelp.com,,N,0,,,,Maid Service,T,0,01/31/2022
86831053,designalchemydab.com,,N,0,,,,Maid Service,T,0,01/31/2022
86831032,upuppropertygroup.com,,N,0,,,,Maid Service,T,0,01/31/2022
86836043,andystruckandtrailerrepair.com,,N,0,,,,Maid Service,T,0,01/31/2022
86845211,NRK Services Inc.,,N,0,,,,Cleaning Services,T,0,01/31/2022
86894679,happykitchenalberta.com,,N,0,,,,Maid Service,T,0,01/31/2022
86895298,lapropertygals.com,,N,0,,,,Maid Service,T,0,01/31/2022
86894762,dallaspropertymanagementpm.com,,N,0,,,,Maid Service,T,0,01/31/2022
86894663,anahairdesigner.com,,N,0,,,,Maid Service,T,0,01/31/2022
87261136,decoartinteriors.com,,N,0,,,,Maid Service,T,0,01/31/2022
87262258,nextdesignethiopia.com,,N,0,,,,Maid Service,T,0,01/31/2022
87260933,estartadesign.com,,N,0,,,,Maid Service,T,0,01/31/2022
87259924,modellingarchitect.com,,N,0,,,,Maid Service,T,0,01/31/2022
87261731,mhpwebdesign.com,,N,0,,,,Maid Service,T,0,01/31/2022
87262078,touchdowncreditrepair.com,,N,0,,,,Maid Service,T,0,01/31/2022
87262628,dhakaddefenceacademy.com,,N,0,,,,Maid Service,T,0,01/31/2022
87262632,megacollorpinturas.com,,N,0,,,,Maid Service,T,0,01/31/2022
87817263,UniFirst Uniform Services - Omaha,,N,0,,,,Cleaning Services,T,0,01/31/2022
87817432,Dryer Vent Gal of Sacramento,,N,0,,,,Cleaning Services,T,0,01/31/2022
87817750,Air Duct Cleaning,,N,0,,,,Cleaning Services,T,0,01/31/2022
87903299,Texas Ridge Vent,,N,0,,,,Cleaning Services,T,0,01/31/2022
87910994,SPF Property Services,,N,0,,,,Handyman,T,0,01/31/2022
87511946,JAKE MARSHALL SERVICES,DET CERTIFIED CONTRACTOR,N,0,,,,Handyman,T,0,01/31/2022
88000667,ORGANIC Dryer Vent &amp; Air Duct Cleaning Service,,N,0,,,,Cleaning Services,T,0,01/31/2022
88000543,Prestige Window Cleaning CO.,,N,0,,,,Cleaning Services,T,0,01/31/2022
88000436,Enterprise Rent-A-Car,,N,0,,,,Handyman,T,0,01/31/2022
88022444,Heatstar,,N,0,,,,Maid Service,T,0,01/31/2022
88055965,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88056225,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055880,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055872,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055814,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055752,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055715,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054912,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055961,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055466,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055917,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055827,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055433,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055875,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055840,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88056210,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88056139,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88056067,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054747,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055973,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055552,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054753,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054796,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054763,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054758,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054834,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054830,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054873,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054835,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054748,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054858,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054718,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054701,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054988,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054971,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054914,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054739,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054909,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054874,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054911,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88055007,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88054694,Contractor,,N,0,,,,Handyman,T,0,01/31/2022
88128807,Halcyon Home,,N,0,EST,Atlanta,GA,Maid Service,T,0,01/31/2022
88116865,valley-carpet-air-duct-cleaners.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
88083145,eco-mobile-blasting-and-resurfacing.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
88041620,carpet-cleaning-cedar-hill.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
88004491,allisonelectricalservices.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
87995913,tip-one-clean-carpet-cleaning-services.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
88041162,desoto-carpet-cleaning-service.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
88041226,grand-prairie-carpet-cleaning-services.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
